Asset Class,Issuer Name,Ticker,Cpn,Maturity,Conversion Ratio,CV Conversion Price,CV Stock Volatility
Corporates,Winning Health Technology Group Co Ltd,WNHTGC,1,16/03/2027,5.646527,17.71000121,49.44722749
Corporates,Zhejiang Yinlun Machinery Co Ltd,ZHEYIN,1,07/06/2027,9.425071,10.60999965,42.64037984
Corporates,KC Cottrell Co Ltd,KOCCOT,1,26/11/2024,1.746,5727.376861,74.61504715
Corporates,IHQ Inc,KEOFAS,1,03/08/2024,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Jiangshan Oupai Door Industry Co Ltd,JSOPDI,1,11/06/2027,1.81686,55.04001409,45.48208737
Corporates,Xi'an Triangle Defense Co Ltd,XATDCL,1,25/05/2027,3.152585,31.72000121,30.31812358
Corporates,CJ CGV Co Ltd,CJCGV,1,08/06/2051,0.466092,21454.99172,67.8721737
Corporates,Sewon E&C Co Ltd,SEWON,1,23/04/2024,5.449591281,1835,10.47960731
Corporates,Xinfengming Group Co Ltd,AAEPKZ,1,08/04/2027,6.153846,16.25000041,27.39629348
Corporates,HLB Global Co Ltd,DONGWN,1,25/10/2024,1.964636542,5090.000001,46.63017
Corporates,HLB Global Co Ltd,DONGWN,1,11/10/2024,2.150537634,4650.000001,46.63017
Corporates,Woongjin Thinkbig Co Ltd,WOOTHI,1,22/03/2027,2.604166667,3840,33.64745531
Corporates,Raiffeisen Wohnbaubank AG,RFWOHN,1,07/10/2028,0.1,1000,40
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1,06/05/2030,10000,10,#N/A N/A
Corporates,Exact Sciences Corp,EXAS,1,15/01/2025,13.2569,75.43241633,50.10724609
Corporates,Spirit Airlines Inc,SAVE,1,15/05/2026,24.1714,41.37120729,53.64816941
Corporates,Chart Industries Inc,GTLS,1,15/11/2024,17.0285,58.72507854,64.88939189
Corporates,Progress Software Corp,PRGS,1,15/04/2026,17.4525,57.29838132,29.52704477
Corporates,Voltalia SA,VLTSA,1,13/01/2025,1.084,29.36346863,49.61020377
Corporates,Trainline PLC,TRNLN,1,14/01/2026,14999.25,6.667000017,46.32824172
Corporates,Viva Biotech Investment Management Ltd,VBIOTE,1,30/12/2025,66614.2476,11.63700001,56.9746815
Corporates,Array Technologies Inc,ARRY,1,01/12/2028,41.9054,23.86327299,59.27256636
Corporates,PROS Holdings Inc,PRO,1,15/05/2024,15.1394,66.05281583,43.80246639
Corporates,Wayfair Inc,W,1,15/08/2026,6.7349,148.4803041,69.54716339
Corporates,Delivery Hero SE,DEHEHO,1,23/01/2027,1020.4082,97.99999647,59.79976674
Corporates,Shockwave Medical Inc,SWAV,1,15/08/2028,3.4595,289.0591126,39.52941865
Preferreds,Florida Gaming Corp,FGMG,0.9,#N/A Field Not Applicable,2.25,4.444444444,#N/A N/A
Preferreds,Westamerica Corp,WACC,0.9,#N/A Field Not Applicable,5.6,1.785714286,#N/A N/A
Corporates,China Yuhua Education Corp Ltd,CYEDCL,0.9,27/12/2024,400476.9541,1.65,55.46329505
Corporates,Uber Technologies Inc,UBER,0.875,01/12/2028,13.7848,72.54367129,37.30599493
Corporates,Ocado Group PLC,OCDOLN,0.875,09/12/2025,5576.996007,17.9308,62.10467747
Corporates,Veradigm Inc,MDRX,0.875,01/01/2027,75.0962,13.31625302,80.39329206
Corporates,Delivery Hero SE,DEHEHO,0.875,15/07/2025,694.8063,143.9250047,62.0856241
Corporates,LEG Immobilien SE,LEGGR,0.875,01/09/2025,882.989733,113.2515999,30.19958436
Corporates,Livongo Health Inc,TDOC,0.875,01/06/2025,8.25248,114.0134844,61.9105175
Corporates,Safran SA,SAFFP,0.875,15/05/2027,1.019,106.2119725,33.07624026
Corporates,Nexity SA,NXIFP,0.875,19/04/2028,1.272,47.02044025,38.80597468
Corporates,Clariane SE,CLARFP,0.875,06/03/2027,1.168,52.67979452,77.8584373
Corporates,Match Group Financeco 2 Inc,MTCH,0.875,15/06/2026,11.42592569,87.52026113,46.89350252
Preferreds,Consumers Financial Corp,CNSF,0.85,01/07/2049,1.481,6.752194463,#N/A N/A
Corporates,Limin Group Co Ltd,LIMING,0.8,01/03/2027,9.13242,10.95000011,20.39311421
Corporates,New Hope Liuhe Co Ltd,NEWHOP,0.8,02/11/2027,6.94927,14.39000068,22.1998213
Corporates,s Wohnbaubank AG,SWOHN,0.8,06/03/2026,10,10,40
Corporates,Yongjin Technology Group Co Ltd,YJMETA,0.8,13/12/2027,3.615329,27.65999996,31.94709115
Corporates,Jiangxi Hongcheng Environment Co Ltd,JHWATE,0.8,20/11/2026,17.301038,5.780000021,25.44992449
Corporates,Zhejiang Shouxiangu Pharmaceutical Co Ltd,SXGPHC,0.8,17/11/2028,2.656042,37.65000704,30.41653371
Corporates,Huaan Securities Co Ltd,HUAANS,0.8,12/03/2026,16.611296,6.019999884,23.71450446
Corporates,SDIC Capital Co Ltd,SDICCA,0.8,24/07/2026,10.351967,9.659999882,23.5451046
Corporates,Iberdrola Finanzas SA,IBESM,0.8,07/12/2027,7647.4232,13.0763,17.20905591
Corporates,Ningbo Jintian Copper Group Co Ltd,NBJTCP,0.8,22/03/2027,9.478673,10.54999998,15.63787453
Corporates,Zhejiang Tailin Bioengineering Co Ltd,ZJTLBC,0.8,28/12/2027,3.952569,25.30000109,31.98844034
Corporates,Muyuan Foods Co Ltd,MUYUAN,0.8,16/08/2027,2.148228,46.54999376,27.50815337
Corporates,Bank of Hangzhou Co Ltd,BKOFHZ,0.8,29/03/2027,8.169935,12.23999946,19.06425475
Corporates,China Southern Airlines Co Ltd,CHISOU,0.8,15/10/2026,16.207455,6.170000164,27.01821348
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.75,28/07/2034,1000,100,#N/A N/A
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.75,05/10/2035,10000,10,#N/A N/A
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.75,14/10/2033,10,10,40
Corporates,Liberty Interactive LLC,LINTA,0.75,30/03/2043,0.364327,134.0813747,31.21908
Corporates,Alphatec Holdings Inc,ATEC,0.75,01/08/2026,54.5316,18.33799118,48.17123466
Corporates,Insight Enterprises Inc,NSIT,0.75,15/02/2025,14.6376,68.31721047,61.64391728
Corporates,Mitek Systems Inc,MITK,0.75,01/02/2026,47.9731,20.84501523,42.48243577
Corporates,Ocado Group PLC,OCDOLN,0.75,18/01/2027,3779.289494,26.46,61.39446015
Corporates,Dufry One BV,DUFNSW,0.75,30/03/2026,2298.85,87.00002175,32.18411837
Corporates,Pegasystems Inc,PEGA,0.75,01/03/2025,7.4045,135.0530083,45.28352674
Corporates,Eve Battery Investment Ltd,EVEENE,0.75,22/11/2026,171.871509,45.33212075,45.27965756
Corporates,Nabors Industries Inc,NBR,0.75,15/01/2024,0.801800013,1247.193794,64.64593867
Corporates,LivePerson Inc,LPSN,0.75,01/03/2024,25.9182,38.58292628,100.2183602
Corporates,Pacira BioSciences Inc,PCRX,0.75,01/08/2025,13.9324,71.77514283,38.51779093
Corporates,Ironwood Pharmaceuticals Inc,IRWD,0.75,15/06/2024,74.6687,13.39249244,61.0904483
Corporates,Snap Inc,SNAP,0.75,01/08/2026,43.8481,22.80600528,55.98540789
Corporates,Kite Realty Group LP,KRG,0.75,01/04/2027,40.397,24.75431344,23.66697587
Corporates,Euronet Worldwide Inc,EEFT,0.75,15/03/2049,5.2987,188.7255365,26.87273957
Corporates,Eventbrite Inc,EB,0.75,15/09/2026,35.8616,27.88498003,48.00423466
Corporates,BE Semiconductor Industries NV,BESINA,0.75,05/08/2027,2042.930134,48.9493,61.1170778
Corporates,CryoPort Inc,CYRX,0.75,01/12/2026,8.5038,117.5944872,102.588381
Corporates,Q2 Holdings Inc,QTWO,0.75,01/06/2026,11.2851,88.61241814,42.09819191
Corporates,Envestnet Inc,ENV,0.75,15/08/2025,9.3682,106.7440917,38.57651342
Corporates,Vroom Inc,VRM,0.75,01/07/2026,17.8527,56.01393627,138.7903842
Corporates,Idorsia Ltd,IDIASW,0.75,17/07/2024,5891.0162,33.95,136.225562
Corporates,Duerr AG,DUEGR,0.75,15/01/2026,3082.528537,32.44089999,28.37823527
Corporates,Splunk Inc,SPLK,0.75,15/07/2026,6.25,160,3.707386717
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.75,14/08/2035,10,10,40
Corporates,s Wohnbaubank AG,SWOHN,0.75,27/01/2035,10,10,40
Corporates,HelloFresh SE,HFGGR,0.75,13/05/2025,1969.8999,50.76400075,55.74126371
Corporates,MicroStrategy Inc,MSTR,0.75,15/12/2025,2.5126,397.9941097,73.15395477
Corporates,Yandex NV,YNDX,0.75,13/09/2022,3329.166327,60.0751,#N/A N/A
Corporates,Cornwall Jersey Ltd,ASCLN,0.75,16/04/2026,1255.492781,79.64999999,31.06594015
Corporates,Webjet Ltd,WEBAU,0.75,12/04/2026,31496.06299,6.35,21.09888958
Corporates,Insmed Inc,INSM,0.75,01/06/2028,30.7692,32.5000325,97.90718192
Corporates,Booking Holdings Inc,BKNG,0.75,01/05/2025,0.5301,1886.436521,39.11193597
Corporates,Cellnex Telecom SA,CLNXSM,0.75,20/11/2031,1098.241,91.05469565,26.02745776
Corporates,Zillow Group Inc,Z,0.75,01/09/2024,22.983,43.51042075,49.24282235
Corporates,Porch Group Inc,PRCH,0.75,15/09/2026,39.9956,25.0027503,96.01897807
Corporates,OMH SCIENCE Group Co Ltd,OMHSCI,0.7,14/10/2028,12.42236,8.050000161,42.37934239
Corporates,Contec Medical Systems Co Ltd,CONTEM,0.7,01/07/2028,3.558719,28.0999989,28.36779706
Corporates,Wenzhou Hongfeng Electrical Alloy Co Ltd,WZHFEL,0.7,15/03/2028,18.621974,5.36999998,28.22767124
Corporates,Hillstone Networks Co Ltd,HILLST,0.7,22/03/2028,4.078303,24.52000256,34.31270302
Corporates,Zhejiang JW Precision Machinery Co Ltd,ZJJWPR,0.7,14/10/2028,3.692762,27.08000136,32.25303535
Corporates,Shanghai Aladdin Biochemical Technology Co Ltd,ALABIO,0.7,15/03/2028,3.534818,28.28999965,41.03672216
Corporates,Chipsea Technologies Shenzhen Corp Ltd,CHPSEA,0.7,21/07/2028,1.7963,55.66998831,49.10646569
Corporates,Jiangsu Jingyuan Environmental Protection Co Ltd,JINENV,0.7,05/08/2028,10.183299,9.820000375,21.82804501
Corporates,Shanghai Newtouch Software Co Ltd,NEWTOU,0.7,27/09/2028,9.363296,10.67999986,69.29762366
Corporates,Silkroad Vision Technology Co Ltd,SLSJGS,0.7,02/03/2028,3.76506,26.5600017,54.05298109
Corporates,Zhejiang Taifu Pump Co Ltd,ZJTFPP,0.7,28/09/2028,5.045409,19.81999874,24.14672045
Corporates,Saha Pathana Inter-Holding PCL,SAHAPA,0.7,29/06/2024,22.22222,45.0000045,16.04761199
Corporates,Bank of Nanjing Co Ltd,NANJBK,0.7,15/06/2027,10.976948,9.110000339,17.18359603
Corporates,Abu Dhabi National Oil Co,ADNOUH,0.7,04/06/2024,146487.9514,5.014064249,22.53451381
Corporates,Accor SA,ACFP,0.7,07/12/2027,1.033,46.58276864,21.72726179
Corporates,MorphoSys AG,MORGR,0.625,16/10/2025,761.6726331,131.29,73.33183006
Corporates,Washington H Soul Pattinson & Co Ltd,SOULAU,0.625,29/01/2026,5810.760948,34.4189,15.55527407
Corporates,Just Eat Takeaway.com NV,TKWYNA,0.625,09/02/2028,690.0120752,144.925,58.54623922
Corporates,Zalando SE,ZALGR,0.625,06/08/2027,1084.0108,92.25000341,51.28547601
Corporates,Wayfair Inc,W,0.625,01/10/2025,2.3972,417.1533456,79.97005136
Corporates,Zendesk Inc,ZEN,0.625,15/06/2025,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A
Corporates,Cracker Barrel Old Country Store Inc,CBRL,0.625,15/06/2026,5.6759,176.1835127,36.92933202
Corporates,TAG Immobilien AG,TEGGR,0.625,27/08/2026,3130.027607,31.9486,31.90925604
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.625,04/02/2032,10,10,40
Corporates,Kingsoft Corp Ltd,KINSF,0.625,29/04/2025,28312.57078,35.32,46.80242518
Corporates,Shanxi Yongdong Chemistry Industry Co Ltd,YONGDO,0.6,08/04/2028,11.587486,8.629999639,24.68834673
Corporates,Lets Holdings Group Co Ltd,LETSHD,0.6,21/04/2028,13.03781,7.669999793,21.93091346
Corporates,Shenzhen Farben Information Technology Co Ltd,SZFABE,0.6,21/10/2028,9.017133,11.08999945,48.53965085
Corporates,Guangdong Haomei New Material Co Ltd,HMALUM,0.6,24/01/2028,5.56483,17.97000088,49.54706194
Corporates,Leshan Giantstar Farming & Husbandry Corp Ltd,LSGSFH,0.6,25/04/2028,3.96668,25.20999929,43.88491147
Corporates,Anhui Province Natural Gas Development Co Ltd,AHNGAS,0.6,08/11/2027,13.227513,7.56000013,26.87792628
Corporates,Shenzhen Chipscreen Biosciences Co Ltd,SZCHIP,0.6,05/07/2028,3.943217666,25.36,37.7572679
Corporates,Changzhou Galaxy Century Microelectronics Co Ltd,GAMICR,0.6,04/07/2028,3.151592,31.72999551,39.92910027
Corporates,Guangdong Modern High-tech Fiber Co Ltd,GDHFIB,0.6,02/11/2028,3.853565,25.94999695,26.52256656
Corporates,Zhangjiagang Zhonghuan Hailu High-end Equipment Co Ltd,ZHHLHE,0.6,12/08/2028,3.148615,31.75999606,26.24827233
Corporates,Bear Electric Appliance Co Ltd,BEAREA,0.6,12/08/2028,1.837897,54.41001318,38.86519294
Corporates,Suli Co Ltd,SULICL,0.6,16/02/2028,5.219207,19.15999883,23.16763703
Corporates,Hangzhou Juheshun New Material Co Ltd,HZHJHS,0.6,07/03/2028,7.037298,14.20999935,22.92248794
Corporates,Shanghai Yongguan Adhesive Products Corp Ltd,YGTAPE,0.6,28/07/2028,4.426737,22.59000252,28.9246143
Corporates,Zhejiang Dayuan Pumps Industrial Co Ltd,ZJDAYP,0.6,05/12/2028,4.48833,22.28000169,32.67483285
Corporates,Shanghai YanPu Metal Products Co Ltd,SHYPMP,0.6,02/11/2028,2.128112,46.99000804,44.49820611
Corporates,Rayhoo Motor Dies Co Ltd,RAYHMD,0.6,22/06/2028,5.861665,17.05999916,56.74408338
Corporates,Jiangsu Fengshan Group Co Ltd,JSFSGC,0.6,27/06/2028,7.283321,13.73000037,24.59380816
Corporates,Guangdong Huiyun Tianium Industry Co Ltd,GDHYTI,0.6,23/11/2028,9.276438,10.77999982,23.19022111
Corporates,Universal Scientific Industrial Shanghai Co Ltd,UNSCIN,0.6,04/03/2027,5.24659,19.05999897,36.97915845
Corporates,Guangdong Fangyuan New Materials Group Co Ltd,GDFYNM,0.6,23/09/2028,5.367687,18.62999836,36.08703291
Corporates,Will Semiconductor Co Ltd Shanghai,WILSEM,0.6,28/12/2026,0.614251,162.7998978,35.16325048
Corporates,Unigroup Guoxin Microelectronics Co Ltd,UNGPGX,0.6,10/06/2027,1.018537,98.18003666,36.25526883
Corporates,CECEP Wind-Power Corp,CECEPW,0.6,21/06/2027,28.409091,3.519999989,14.83291588
Corporates,Anhui Zhonghuan Environmental Protection Technology Co Ltd,AHZHEP,0.6,06/05/2028,13.477089,7.419999972,23.32118342
Corporates,New Hope Investment Group Co Ltd,NHPINV,0.6,14/11/2026,7.142857143,14,31.77658816
Corporates,Jiangsu Financial Leasing Co Ltd,JSFINA,0.6,11/11/2027,29.673591,3.369999944,23.17437412
Corporates,Mingxin Automotive Leather Co Ltd,MXATLT,0.6,30/03/2028,4.096682,24.40999814,44.54884762
Corporates,Anhui Shiny Electronic Technology Co Ltd,AHSNET,0.6,21/07/2028,5.197505198,19.24,35.20208051
Corporates,Ningbo Runhe High-Tech Materials Co Ltd,NBRHMT,0.6,21/07/2028,3.444712,29.03000309,47.49957763
Corporates,Chongqing Shunbo Aluminum Co Ltd,CQSBAL,0.6,12/08/2028,6.25,16,22.28367734
Corporates,Jiangsu Eastern Shenghong Co Ltd,WUJIAN,0.6,22/03/2027,7.513148,13.31000002,22.24131386
Corporates,Shenglan Technology Co Ltd,SHLANT,0.6,31/03/2028,4.297379,23.26999783,32.08685381
Corporates,BrightGene Bio-Medical Technology Co Ltd,SZBBPT,0.6,04/01/2028,2.862049,34.94000277,56.88972849
Corporates,Ningbo Bohui Chemical Technology Co Ltd,NBBHCT,0.6,16/08/2028,9.354537,10.68999994,33.25593869
Corporates,Jiangsu Guotai International Group Co Ltd,JSGTIG,0.6,07/07/2027,11.737089,8.520000147,17.64338899
Corporates,Great Wall Motor Co Ltd,GWMCTD,0.6,10/06/2027,2.49501,40.07999968,36.65009014
Corporates,Zhuzhou Kibing Group Co Ltd,ZZKIBI,0.6,09/04/2027,8.503401,11.7600005,36.7324307
Corporates,Piesat Information Technology Co Ltd,PIESAT,0.6,28/11/2028,1.587806,62.97998622,51.64977433
Corporates,Nanjing Sunlord Electronics Corp Ltd,NJSLEC,0.6,17/11/2028,14.47178,6.910000014,57.98604765
Corporates,Suzhou Huaya Intelligence Technology Co Ltd,SZHYIT,0.6,16/12/2028,1.795655,55.68998499,43.94923782
Corporates,Hubei Goto Biopharm Co Ltd,HBGTBO,0.6,28/11/2028,3.684598379,27.14,41.87485247
Corporates,Elite Color Environmental Resources Science & Technology Co Ltd,ECERST,0.6,14/12/2028,13.888889,7.199999942,23.67501626
Corporates,BofA Finance LLC,BAC,0.6,25/05/2027,9.526985,104.965002,21.99345913
Corporates,BioMarin Pharmaceutical Inc,BMRN,0.599,01/08/2024,8.0212,124.6696255,25.83526048
Corporates,ON Semiconductor Corp,ON,0.5,01/03/2029,9.6277,103.8669672,41.5197899
Corporates,Jiangsu Yuxing Film Technology Co Ltd,YXFILM,0.5,11/04/2028,7.220217,13.84999925,31.19591648
Corporates,Yongji Printing Co Ltd,GZYJGF,0.5,14/04/2028,12.106538,8.25999968,35.83218213
Corporates,PharmaBlock Sciences Nanjing Inc,PBSCNJ,0.5,20/04/2028,1.227898,81.43998932,40.74884767
Corporates,Changjiang & Jinggong Steel Building Group Co Ltd,CHJIST,0.5,22/04/2028,20.325203,4.920000061,17.15580208
Corporates,Tianjin You Fa Steel Pipe Group Stock Co Ltd,TJYOFA,0.5,30/03/2028,15.197568,6.580000168,24.01394507
Corporates,Huaibei Mining Holdings Co Ltd,HUAIBE,0.5,14/09/2028,7.082153,14.11999995,26.79463044
Corporates,Hangzhou Lion Electronics Co Ltd,HZLOEC,0.5,14/11/2028,2.20361393,45.37999993,38.49556126
Corporates,Zhangjiagang Guangda Special Material Co Ltd,ZJGGDC,0.5,13/10/2028,3.023889,33.06999695,34.12543252
Corporates,Wuhu Fuchun Dye & Weave Co Ltd,WHFCDY,0.5,23/06/2028,6.309148,15.85000067,22.51759463
Corporates,Hengli Group Co Ltd,HENGRO,0.5,09/06/2024,3.363606,29.7299981,22.31531601
Corporates,Jiangsu Cnano Technology Co Ltd,JCNANO,0.5,27/01/2028,0.963855,103.7500454,45.97971034
Corporates,Hangzhou Shenhao Technology Co Ltd,HZSHTE,0.5,18/03/2028,2.931692,34.10999518,39.28966642
Corporates,Yantai Eddie Precision Machinery Co Ltd,YTEDDI,0.5,15/04/2028,4.2123,23.73999953,30.90233088
Corporates,Beijing Strong Biotechnologies Inc,BJBSBE,0.5,30/06/2028,5.698006,17.54999907,35.25977078
Corporates,Zhejiang Double Arrow Rubber Co Ltd,ZJDARC,0.5,11/02/2028,13.315579,7.510000128,20.2756288
Corporates,Sobute New Materials Co Ltd,SOBUTE,0.5,01/07/2028,4.175365344,23.95,26.19467496
Corporates,Guangzhou Tinci Materials Technology Co Ltd,GZTCMT,0.5,23/09/2027,3.462604,28.87999898,37.40151449
Corporates,Hainan Jinpan Smart Technology Co Ltd,HNJPST,0.5,16/09/2028,2.902758,34.44999549,42.57868376
Corporates,Shenzhen Kedali Industry Co Ltd,KEDALI,0.5,08/07/2028,0.65703,152.2000517,38.20186147
Corporates,Autel Intelligent Technology Corp Ltd,AUTELT,0.5,08/07/2028,2.881014,34.71000141,43.12622919
Corporates,Zhuzhou Huarui Precision Cutting Tools Co Ltd,ZZHRPR,0.5,24/06/2028,1.081666,92.44997994,43.60993688
Corporates,Wellhope Foods Co Ltd,LNWLHP,0.5,22/04/2028,9.861933,10.13999994,21.2823141
Corporates,Guizhou Tyre Co Ltd,GUITYR,0.5,22/04/2028,22.727273,4.399999947,32.80728832
Corporates,Oppein Home Group Inc,OPPEIN,0.5,05/08/2028,0.808473,123.6899686,36.43651898
Corporates,Marssenger Kitchenware Co Ltd,MARSKI,0.5,05/08/2028,2.985966,33.48999955,31.41289525
Corporates,Shenzhen Sking Intelligent Equipment Co Ltd,SZSKIN,0.5,08/08/2028,3.74812594,26.67999998,63.33325785
Corporates,Chongqing Zaisheng Technology Corp Ltd,CQZSTH,0.5,29/09/2028,16.666667,5.99999988,22.32697988
Corporates,Shenzhen Strongteam Decoration Engineering Co Ltd,STRDEC,0.5,22/02/2028,5.405405,18.50000139,38.32477146
Corporates,Zhuhai CosMX Battery Co Ltd,ZHCMXB,0.5,24/10/2028,4.239084,23.59000199,39.96019674
Corporates,Jiangsu Baichuan High-tech New Materials Co Ltd,BCHCHE,0.5,19/10/2028,9.699321,10.31000005,29.68898395
Corporates,Macmic Science & Technology Co Ltd,MCSCTC,0.5,25/07/2029,1.603849,62.35000926,40.63503996
Corporates,Qushui Aocheng Industrial Co Ltd,QSACSY,0.5,23/03/2026,3.573981415,27.98,29.69096528
Corporates,Beijing Yupont Electric Power Technology Co Ltd,BJYPEP,0.5,20/07/2029,9.881422925,10.12,35.88322641
Corporates,Jiangsu Sopo Corp Group Ltd,JSSOPO,0.5,19/04/2025,6.369426752,15.7,24.67439347
Corporates,HeAn Investment Management Co Ltd,HAIMCL,0.5,02/02/2024,8.896797153,11.24,51.9387284
Corporates,Hunan Changyuan Lico Co Ltd,HNCYLC,0.5,11/10/2028,6.43915,15.53000008,36.82788862
Corporates,Sailun Group Co Ltd,SAILUN,0.5,02/11/2028,11.248594,8.889999941,28.33113115
Corporates,Luoyang Xinqianglian Slewing Bearing Co Ltd,LYXQLB,0.5,11/10/2028,2.477701,40.35999501,37.96770114
Corporates,Orinko Advanced Plastics Co Ltd,ORINKO,0.5,06/12/2028,10.741139,9.309999619,29.87006917
Corporates,GS Finance Corp,GS,0.5,07/12/2027,20.328,49.19323101,28.83159285
Corporates,Jiangsu Huahong Technology Stock Co Ltd,HHTECH,0.5,02/12/2028,7.183908,13.92000009,31.75542324
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.5,02/07/2035,100,1000,#N/A N/A
Corporates,Tongyu Heavy Industry Co Ltd,TONGYU,0.5,20/06/2028,36.49635,2.740000027,21.81890299
Corporates,Guangzhou Jet Biofiltration Co Ltd,GDJETB,0.5,28/06/2028,2.079434,48.09000911,32.93646666
Corporates,Xiamen Solex High-Tech Industries Co Ltd,XMSLHT,0.5,20/07/2028,6.199628,16.13000006,36.29574047
Corporates,Zhejiang Sunrise Garment Group Co Ltd,ZJSRGG,0.5,07/11/2028,9.345794393,10.7,26.34544129
Corporates,Guangdong Rising Holdings Group Co Ltd,RISING,0.5,18/04/2026,10.52631579,9.5,32.18522747
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.5,03/11/2034,1000,100,#N/A N/A
Corporates,China Three Gorges Corp,YANTZE,0.5,09/04/2024,6.622517,15.09999899,15.12936339
Corporates,Zhejiang Yonghe Refrigerant Co Ltd,ZJYHRE,0.5,11/10/2028,4.196391,23.83000059,43.36880232
Corporates,KingClean Electric Co Ltd,KICLEL,0.5,14/10/2028,3.011141,33.21000245,32.07332854
Corporates,Shenzhen Capchem Technology Co Ltd,SZCCTC,0.5,26/09/2028,2.375861,42.09000442,34.72591295
Corporates,Zhejiang Xinhua Chemical Co Ltd,ZJXHCC,0.5,28/11/2028,3.138732,31.85999952,36.55227705
Corporates,Shenzhen Sosen Electronics Co Ltd,SZSSEC,0.5,27/09/2028,4.08998,24.44999731,24.82226405
Corporates,Milkyway Chemical Supply Chain Service Co Ltd,MCSCSC,0.5,16/09/2027,0.745879,134.0700033,28.65079455
Corporates,Harbin Boshi Automation Co Ltd,HBBSAT,0.5,22/09/2028,6.426735,15.56000053,35.60543002
Corporates,Qingdao Hi-Tech Moulds & Plastics Technology Co Ltd,QDMOPL,0.5,27/06/2029,3.746721619,26.69,58.55758188
Corporates,Credit Suisse AG/Nassau,UBS,0.5,24/06/2024,8.88099,112.6000592,#N/A N/A
Corporates,HengFeng Information Technology Co Ltd,HFITCL,0.5,30/12/2028,7.220216607,13.85,40.5872513
Corporates,GS Finance Corp,GS,0.5,29/12/2027,6.7936,147.1973622,26.57295303
Corporates,CJ CGV Co Ltd,CJCGV,0.5,21/07/2052,0.454545455,21999.99998,67.8721737
Corporates,8x8 Inc,EGHT,0.5,01/02/2024,38.9484,25.67499564,73.74389839
Corporates,Lumentum Holdings Inc,LITE,0.5,15/12/2026,10.0711,99.29401952,43.48906313
Corporates,CP Foods Capital Ltd,CPFTB,0.5,18/06/2025,170434.7826,36.8,24.62124123
Corporates,Redfin Corp,RDFN,0.5,01/04/2027,10.692,93.52787131,94.43692049
Corporates,Liberty TripAdvisor Holdings Inc,LTRPA,0.5,30/06/2051,14.3299,69.7841576,41.88777245
Corporates,Accolade Inc,ACCD,0.5,01/04/2026,19.8088,50.48261379,62.88093335
Corporates,JetBlue Airways Corp,JBLU,0.5,01/04/2026,38.5802,25.92003152,82.26969028
Corporates,Five9 Inc,FIVN,0.5,01/06/2025,7.4437,134.3417924,31.92793182
Corporates,LendingTree Inc,TREE,0.5,15/07/2025,2.1683,461.1907946,101.5134909
Corporates,Cellnex Telecom SA,CLNXSM,0.5,05/07/2028,2125.8367,47.04030183,26.81482202
