Asset Class,Issuer Name,Ticker,Cpn,Maturity,Currency,Amt Out,Conversion Ratio,TRACE Price,Yld to Mty (Mid),YAS Bnch Px,CV Conversion Price
Corporates,Naos Emerging Opportunities Co Ltd,NCCAUD,4.5,30/09/2028,AUD,17824885,86.95652174,#N/A Field Not Applicable,8.69987521,96.713,1.15
Corporates,Wencan Group Co Ltd,GDWECN,2.5,10/06/2025,CNY,17779356.89,5.268704,#N/A Field Not Applicable,-39.37597746,100.1409,18.97999964
Preferreds,NXXI Inc,NXXI,8,#N/A Field Not Applicable,USD,17750000,822.5037,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1.215800002
Corporates,Parpro Corp,PIELEC,0,10/03/2027,TWD,17672950,3533.568905,#N/A Field Not Applicable,#N/A N/A,99.9530247,28.3
Corporates,Hsinjing Holding Co Ltd,HSIHOL,0,10/03/2026,TWD,17650500,1858.736059,#N/A Field Not Applicable,-0.718028234,99.98499637,53.8
Corporates,Cayman Engley Industrial Co Ltd,KYENLY,0,19/10/2024,TWD,17639837,1572.327044,#N/A Field Not Applicable,-5.780054624,99.98499637,63.6
Preferreds,LianDi Clean Technology Inc,LNDT,8,#N/A Field Not Applicable,USD,17622290,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.5
Preferreds,Republic First Bancorp Inc,FRBK,7,#N/A Field Not Applicable,USD,17594375,8.333333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3.00000012
Corporates,Senai-Desaru Expressway Bhd,SENAI,12,16/12/2038,MYR,17591302.14,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Winmate Inc,WINCOM,0,22/03/2024,TWD,17589550,1464.128843,#N/A Field Not Applicable,-90.87144533,99.98499637,68.30000002
Corporates,Dae Hwa Pharmaceutical Co Ltd,DAEHWP,0,29/03/2024,KRW,17577620,0.472723835,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,21153.99999
Corporates,G Tech Optoelectronics Corp,GTECH,0,26/03/2024,TWD,17481100,1808.645325,#N/A Field Not Applicable,-1.610315508,99.98499637,55.28999999
Corporates,Chun YU Works & Co Ltd,CYWORK,0,25/03/2025,TWD,17465950,3076.923077,#N/A Field Not Applicable,-2.935146692,99.98499637,32.5
Corporates,Iljin Display Co Ltd,ILJDIA,0,14/07/2024,KRW,17449500,2.278942571,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4387.999999
Corporates,Episil-Precision Inc,PRECIS,0,29/03/2025,TWD,17367100,816.993464,#N/A Field Not Applicable,1.437513409,99.98499637,122.4
Preferreds,Ivaco Inc,IVA,2.25,#N/A Field Not Applicable,CAD,17326723.58,1.3333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,18.75046876
Corporates,Group Up Industrial Co Ltd,GROUPU,0,30/05/2025,TWD,17264850,1168.224299,#N/A Field Not Applicable,-34.31746724,99.98499637,85.6
Corporates,Dayou Plus Co Ltd,MNSCOL,0,27/08/2026,KRW,17210960,10.68,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,936.329588
Corporates,Dentis Co Ltd,DTISCO,0,27/08/2026,KRW,17210960,0.775073632,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,12902
Corporates,Shanghai Huaming Intelligent Terminal Equipment Co Ltd,SHHMZN,1.5,17/07/2026,CNY,17161560,3.767898,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,26.53999657
Corporates,TCC Steel,DONGYA,0,23/08/2026,KRW,17100600,1.356852103,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7370.000001
Corporates,MOSA Industrial Corp,MOSAIN,0,26/09/2026,TWD,17072495,3703.703704,#N/A Field Not Applicable,-0.423775745,99.98499637,27
Corporates,Center Laboratories Inc,CENTER,0,07/09/2025,TWD,17034300,1652.892562,#N/A Field Not Applicable,-1.697006062,99.98499637,60.5
Corporates,Korea Steel Co Ltd,PUSSTL,0,02/12/2024,KRW,17002460,4.796163,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2085.00003
Preferreds,American Mortgage Acceptance Co,AMOA,7.25,#N/A Field Not Applicable,USD,17000000,2.2701,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,11.01273072
Corporates,3-Banken Wohnbaubank AG,DBWOHN,2,23/11/2025,EUR,16992160,10,#N/A Field Not Applicable,#N/A N/A,101.2755,10
Preferreds,EnGlobe Corp,EGCN,6,#N/A Field Not Applicable,CAD,16988610.3,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.1
Corporates,Eurocharm Holdings Co Ltd,EUCHAR,0,08/06/2025,TWD,16946500,700.770848,#N/A Field Not Applicable,-13.96083354,99.98499637,142.7
Corporates,HLB Inc,LIFECO,0,14/06/2024,KRW,16845080,0.122279286,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,81779.99993
Corporates,PineNex Co Ltd,SAPTEC,2,26/08/2045,KRW,16834020,0.86333,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,11583.05631
Corporates,Yandex NV,YNDX,0.75,13/09/2022,USD,16800000,3329.166327,#N/A Field Not Applicable,1.049273902,5.26,60.0751
Corporates,Cosmochemical Co Ltd,COSCHE,0,05/03/2024,KRW,16798040,1.305483029,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7660
Corporates,Development Advance Solution Co Ltd,DEVADV,0,03/09/2025,KRW,16788600,2.279982,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4385.999539
Corporates,Firm Capital Mortgage Investment Corp,FCCN,5.2,31/12/2023,CAD,16775527.5,65.57377,#N/A Field Not Applicable,8.645704952,98.867,15.25000011
Corporates,Nikon SLM Solutions AG,SLMSOL,2,30/09/2026,EUR,16754895.36,148.1481481,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,6.750000002
Corporates,Hanjin Transportation Co Ltd,HANTRA,1,22/07/2025,KRW,16714940,0.194931774,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,51299.99997
Corporates,Bonjour Holdings Ltd,BONJOU,8,09/04/2026,HKD,16649944.5,2631578.947,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.19
Preferreds,America Capital Corp,ACCN,3.75,#N/A Field Not Applicable,USD,16643525,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Genesys Logic Inc,GENSYS,0,26/08/2027,TWD,16550000,773.395205,#N/A Field Not Applicable,-2.764906074,99.9530247,129.3
Corporates,AFH Financial Group Ltd,AFHPPZ,4,30/07/2024,GBP,16546032,1190.47619,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4.200000002
Corporates,Parpro Corp,PIELEC,0,13/12/2024,TWD,16519045.53,2915.451895,#N/A Field Not Applicable,-5.670575196,99.98499637,34.3
Corporates,Fu Chun Shin Machinery Manufacture Co Ltd,FUCHUN,0,24/08/2025,TWD,16517150,5966.587112,#N/A Field Not Applicable,-1.649533474,99.98499637,16.76
Corporates,Ko Yo Chemical Group Ltd,KOYOEC,4,31/01/2024,HKD,16516094.4,9.259259259,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.108
Corporates,Innovative Pharmaceutical Biotech Ltd,FEPHAR,0,24/04/2024,HKD,16509184,1000000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.4
Corporates,Morgan Stanley Finance LLC,MS,0,27/02/2026,USD,16500000,7.662637,94.11000061,2.888600083,100.9335938,130.5033763
Corporates,CBo Territoria,CBOTER,7,30/06/2028,EUR,16466161.54,1,#N/A Field Not Applicable,#N/A N/A,97.7015,4.2
Corporates,Inovio Pharmaceuticals Inc,INO,6.5,01/03/2024,USD,16415000,185.8045,#N/A Field Not Applicable,12.84741332,101.0078125,5.382000974
Corporates,Nam Liong International Co Ltd,NAMLII,0,21/03/2028,TWD,16392850,5494.505495,#N/A Field Not Applicable,-2.917011887,99.9530247,18.2
Corporates,SYNergy ScienTech Corp,SYNSCT,0,20/11/2024,TWD,16379200,1375.515818,#N/A Field Not Applicable,-2.603872492,99.98499637,72.7
Corporates,United Orthopedic Corp,UNORTH,0,30/05/2026,TWD,16325300,1675.041876,#N/A Field Not Applicable,-15.00641087,99.98499637,59.7
Corporates,Senai-Desaru Expressway Bhd,SENAI,12,16/12/2038,MYR,16297805.61,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Hypo-Wohnbaubank AG,HYPOBK,0.75,14/10/2033,EUR,16201462.42,10,#N/A Field Not Applicable,4.466216129,105.403,10
Corporates,PharmGen Science Inc,SUDOPH,4,11/03/2025,KRW,16176640,1.054852321,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,9479.999997
Corporates,3-Banken Wohnbaubank AG,DBWOHN,4,27/05/2025,EUR,16162000,100,#N/A Field Not Applicable,3.434919742,97.053,1
Corporates,Shih Wei Navigation Co Ltd,SHIWEI,0,21/06/2026,TWD,16155500,4524.886878,#N/A Field Not Applicable,-3.426389552,99.98499637,22.1
Corporates,Immo-Bank AG,IMMOBK,3,31/01/2029,EUR,16090619.58,2,#N/A Field Not Applicable,4.593815181,102.2025,50
Corporates,MJ International Co Ltd,MJJINT,0,26/07/2026,TWD,16030350,1960.784314,#N/A Field Not Applicable,0.459027551,99.98499637,50.99999999
Corporates,Mosaic Brands Ltd,NBLAU,8,30/09/2024,AUD,15993120,#N/A Field Not Applicable,#N/A Field Not Applicable,2003.851805,98.9905,#N/A Field Not Applicable
Corporates,Singatron Enterprise Co Ltd,SNGTRN,0,30/11/2026,TWD,15987750,3508.77193,#N/A Field Not Applicable,-4.836244133,99.9530247,28.5
Corporates,Excellence Opto Inc,EXCLOP,0,21/12/2026,TWD,15972700,2998.50075,#N/A Field Not Applicable,-2.521537879,99.98499637,33.35
Corporates,BAWAG PSK Wohnbaubank AG,BWAGWB,3,09/01/2027,EUR,15947852.98,1,#N/A Field Not Applicable,4.47858862,94.2995,100
Corporates,Bank of America Corp,BAC,0,13/03/2032,USD,15898000,14.485,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,69.03693476
Corporates,All Cosmos Bio-Tech Holding Corp,ALLCOS,0,21/09/2025,TWD,15889100,1321.003963,#N/A Field Not Applicable,0.668124628,99.98499637,75.7
Corporates,Mercuries Data Systems Ltd,MERCUR,0,13/12/2028,TWD,15859050,3610.108303,#N/A Field Not Applicable,-0.190278616,99.9530247,27.7
Preferreds,Celtic PLC,CCPLN,6,#N/A Field Not Applicable,GBP,15831320.67,1,#N/A Field Not Applicable,4.777419329,#N/A N/A,0.6
Corporates,QST International Corp,QSTINT,0,06/03/2025,TWD,15821902.84,2197.802198,#N/A Field Not Applicable,-20.77697085,99.98499637,45.5
Corporates,Credit Agricole CIB Financial Solutions SA,ACAFP,4.25,30/05/2026,EUR,15817800,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Launch Technologies Co Ltd,LAUTEC,0,07/10/2025,TWD,15798050,1418.439716,#N/A Field Not Applicable,1.710393425,99.98499637,70.50000002
Corporates,Lehto Group Oyj,LEHTO,6,30/06/2027,EUR,15723750,50000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.416
Corporates,Sysgration,SYSGRA,0,08/08/2026,TWD,15717900,2518.891688,#N/A Field Not Applicable,-3.468089667,99.98499637,39.7
Corporates,s Wohnbaubank AG,SWOHN,1.3,06/11/2025,EUR,15625771,10,#N/A Field Not Applicable,4.218403832,101.2755,10
Corporates,Sun Race Sturmey-Archer Inc,SUNRS,0,19/09/2026,TWD,15617950,2681.684098,#N/A Field Not Applicable,0.780020141,99.98499637,37.28999999
Corporates,NG Energy International Corp,GASXCN,8,20/05/2027,CAD,15501900,833.33,#N/A Field Not Applicable,9.91456388,93.518,1.2000048
Corporates,Morgan Stanley Finance LLC,MS,0.125,07/02/2028,USD,15500000,8.56531049,131.25,#N/A Field Not Applicable,#N/A N/A,116.75
Corporates,TBI Motion Technology Co Ltd,TBIMTC,0,24/10/2025,TWD,15498200,2570.694087,#N/A Field Not Applicable,-2.621910821,99.98499637,38.90000001
Preferreds,Good Fellow Healthcare Holdings Ltd,HUAXHE,0,#N/A Field Not Applicable,HKD,15475079.98,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.238
Preferreds,Invacare Holdings Corp,IVCHLD,9,#N/A Field Not Applicable,USD,15467250,14.5284,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1.7207676
Corporates,IHQ Inc,KEOFAS,3,12/08/2024,KRW,15461928,6.218905,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1608.000122
Corporates,Promate Electronic Co Ltd,PROMAT,0,10/11/2028,TWD,15448300,1765.225066,#N/A Field Not Applicable,-2.917560855,99.9530247,56.65
Corporates,DingZing Advanced Materials Inc,DINGZG,0,26/10/2026,TWD,15397650,827.1298594,#N/A Field Not Applicable,-7.046944642,99.9530247,120.9
Corporates,Playgram Co Ltd,KORPOL,2.5,12/07/2025,KRW,15312700,8.271298594,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1209
Corporates,Vertex Energy Inc,VTNR,6.25,01/10/2027,USD,15230000,169.9235,#N/A Field Not Applicable,4.916814859,102.2304688,5.885001192
Corporates,Xeris Biopharma Holdings Inc,XERS,5,15/07/2025,USD,15200000,326.7974,#N/A Field Not Applicable,2.905825769,101.0078125,3.059999865
Corporates,BTB Real Estate Investment Trust,BTBUCN,7,31/10/2025,CAD,15132794.04,274.7253,#N/A Field Not Applicable,8.186449797,100.9135,3.639999665
Preferreds,Globe Telecom Inc,GLOPM,0,#N/A Field Not Applicable,PHP,15118290.87,1,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,5
Corporates,Hypo-Wohnbaubank AG,HYPOBK,4.672,15/11/2031,EUR,15025780,10,#N/A Field Not Applicable,5.066488675,#N/A N/A,10
Corporates,NextGen Healthcare Inc,NXGN,3.75,15/11/2027,USD,15016000,#N/A Field Not Applicable,112.8000031,0.470663235,102.2304688,#N/A Field Not Applicable
Preferreds,eVision International Inc,EVIS,15,#N/A Field Not Applicable,USD,15000000,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Preferreds,Velocity Portfolio Group Inc,VPGI,10,#N/A Field Not Applicable,USD,15000000,0.2,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,50
Corporates,Playmaker Capital Inc,PMKRCN,9,11/07/2026,USD,15000000,1428.571429,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.91
Preferreds,GDS Holdings Ltd,GDSHDG,5,#N/A Field Not Applicable,USD,15000000,2.808988764,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,35.6
Preferreds,Yayi International Inc,YYIN,10,#N/A Field Not Applicable,USD,14999997.6,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.98
Preferreds,Environmental Power Corp,EPGR,9,#N/A Field Not Applicable,USD,14824213.11,189.7173,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.277834441
Preferreds,M2bio Sciences Inc,WUHN,0,#N/A Field Not Applicable,USD,14805001.74,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.33
Corporates,Hello Group Inc,MOMO,1.25,01/07/2025,USD,14771000,21.0061,#N/A Field Not Applicable,0.618725863,101.0078125,47.60521944
Corporates,Seong An Co Ltd,SEONGA,0,19/10/2027,KRW,14761560,13.90820584,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,719.0000001
Corporates,Firm Capital Apartment Real Estate Investment Trust,FCAUCN,6.25,30/06/2026,CAD,14624331.57,79.365079,#N/A Field Not Applicable,9.389517961,93.518,12.60000006
Corporates,Dynamic Design Co Ltd,SAWIMC,5,12/08/2024,KRW,14602932,17.035775,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,587.0000044
Preferreds,M2bio Sciences Inc,WUHN,5,#N/A Field Not Applicable,USD,14542585.49,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.33
Corporates,Flagship Investments Ltd,FSIAU,5.5,01/10/2026,AUD,14539200,1,#N/A Field Not Applicable,255.2601964,96.709,2.7
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.6,01/08/2024,EUR,14534960,14,#N/A Field Not Applicable,4.868802722,97.6555,71.42857143
Corporates,KBI Dongkook Industrial Co Ltd,DONGKO,0,12/03/2026,KRW,14521006.5,15.3846,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,650.00065
Corporates,Auden Techno Corp,AUDTEC,0,18/01/2025,TWD,14499160,462.962963,#N/A Field Not Applicable,-6.75711974,99.98499637,216
Corporates,Bluedon Information Security Technology Co Ltd,BLUEDN,2,13/08/2024,CNY,14493136.21,119.047619,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.84
Preferreds,Synovics Pharmaceuticals Inc,SYVC,6,#N/A Field Not Applicable,USD,14477500,1000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.5
Corporates,Lion Travel Service Co Ltd,LIONTS,0,09/12/2024,TWD,14438920,1106.19469,#N/A Field Not Applicable,-55.18432807,99.98499637,90.40000002
Corporates,Tian Zheng International Precision Machinery Co Ltd,TZHINT,0,10/12/2024,TWD,14422280,1119.820829,#N/A Field Not Applicable,-1.49837222,99.98499637,89.29999997
Corporates,Sumeeko Industries Co Ltd,SMKIND,0,08/12/2024,TWD,14416920,1715.265866,#N/A Field Not Applicable,-39.68449371,99.98499637,58.30000001
Corporates,Ta Liang Technology Co Ltd,TLTECH,0,08/11/2024,TWD,14373400,1377.410468,#N/A Field Not Applicable,1.49257639,99.98499637,72.60000002
Corporates,Hypo-Wohnbaubank AG,HYPOBK,1.625,03/11/2026,EUR,14358095,10,#N/A Field Not Applicable,3.269636122,94.2995,10
Corporates,Kum Yang Co Ltd,KUMYNG,1,11/08/2025,KRW,14356041,2.415458937,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4140
Corporates,CryoPort Inc,CYRX,3,01/06/2025,USD,14344000,41.8261,#N/A Field Not Applicable,5.332758439,101.0078125,23.90851645
Corporates,Oman Hospitality Co SAOC,OMNHPT,7.5,23/09/2026,OMR,14285920,1,#N/A Field Not Applicable,7.478188098,100.9335938,1
Corporates,Shanghai Huaming Intelligent Terminal Equipment Co Ltd,SHHMZN,1.8,24/12/2025,CNY,14281300,7.204611,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,13.87999991
Corporates,NanoString Technologies Inc,NSTG,2.625,01/03/2025,USD,14276000,20.9161,75.25,29.5162249,101.0078125,47.81006019
Corporates,Huang Long Development Co Ltd,HUANLG,0,17/05/2024,TWD,14240800,3311.258278,#N/A Field Not Applicable,-25.02910824,99.98499637,30.2
Preferreds,EVD Bhd,EVDBMK,0,26/04/2032,MYR,14192957.47,0.25,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,0.1
Corporates,BBTV Holdings Inc,BBTVCN,7,15/06/2026,CAD,14156080.84,94.78673,#N/A Field Not Applicable,205.2673957,95.7235,10.54999998
Corporates,Daiyang Metal Co Ltd,DAIYAN,0,27/10/2025,KRW,14088780,7.178751,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1392.99998
Corporates,Formosa Electronic Industries Inc,FORELI,0,23/03/2024,TWD,14060400,1876.172608,#N/A Field Not Applicable,-8.277252586,99.98499637,53.3
Corporates,Edimax Technology Co Ltd,EDIMAX,0,30/03/2026,TWD,14025080,7898.894155,#N/A Field Not Applicable,-10.65909678,99.98499637,12.66
Corporates,Wildpack Beverage Inc,CANSCN,8,30/06/2025,CAD,14015540.06,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Hypo-Wohnbaubank AG,HYPOBK,2.1,08/01/2026,EUR,14000309.23,10,#N/A Field Not Applicable,4.541377749,101.2755,10
Corporates,Chun YU Works & Co Ltd,CYWORK,0,25/03/2025,TWD,13972760,3076.923077,#N/A Field Not Applicable,-3.272219482,99.98499637,32.5
Corporates,Good Natured Products Inc,GDNPCN,7,31/10/2026,CAD,13961304.75,943.3962,#N/A Field Not Applicable,56.30931685,100.9135,1.06000003
Corporates,Senai-Desaru Expressway Bhd,SENAI,5,17/07/2053,MYR,13958521.48,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,Eastern Pioneer Driving School Co Ltd,ESPINR,1.5,09/04/2026,CNY,13947241.02,8.230452675,#N/A Field Not Applicable,-15.70849744,100.1409,12.15
Corporates,Power Wind Health Industry Inc,POWINH,0,06/01/2024,TWD,13942603.11,709.219858,#N/A Field Not Applicable,5.63199302,99.98499637,141
Corporates,Hitron Systems Inc,HITSYS,0,30/09/2025,KRW,13914300,3.157562362,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3167
Corporates,PAR Technology Corp,PAR,4.5,15/04/2024,USD,13750000,35.0217,#N/A Field Not Applicable,-114.4322702,101.0078125,28.55372526
Corporates,Immo-Bank AG,IMMOBK,3.7,15/02/2024,EUR,13749867.16,2,#N/A Field Not Applicable,#N/A N/A,99.804,50
Corporates,Hypo-Wohnbaubank AG,HYPOBK,4,27/08/2024,EUR,13710900,10,#N/A Field Not Applicable,4.821189863,97.6555,10
Corporates,NRF Holdco LLC,NRFHLD,5.375,15/06/2033,USD,13605000,20.770925,#N/A Field Not Applicable,8.338466846,104.9140625,48.14422083
Preferreds,ATP Oil & Gas Corp/United States,ATPG,8,#N/A Field Not Applicable,USD,13600000,4.5045,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,22.2000222
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3,23/09/2033,EUR,13590360,10,#N/A Field Not Applicable,4.271366179,98.22,100
Corporates,Wendell Industrial Co Ltd,WENIND,0,08/06/2025,TWD,13557200,1119.820829,#N/A Field Not Applicable,-2.215269153,99.98499637,89.29999997
Corporates,CosmoAM&T Co Ltd,SAEHAN,0,31/05/2024,KRW,13530450,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,#N/A Field Not Applicable
Corporates,GlycoNex Inc,GLYCO,0,27/06/2025,TWD,13506640,3663.003663,#N/A Field Not Applicable,-7.599904013,99.98499637,27.3
Preferreds,Entech Solar Inc,ENSL,0,#N/A Field Not Applicable,USD,13504285.32,10,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.276
Corporates,Trees Corp,CANN,12,16/09/2026,USD,13500000,1000,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1
Corporates,KH FEELUX Co Ltd,FEELUX,3.5,28/05/2024,KRW,13459620,15.174507,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,658.9999926
Corporates,Cosmax BTI Inc,COSMAX,0,03/06/2026,KRW,13426065,0.523615038,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,19098.00001
Corporates,MyungMoon Pharm Co Ltd,MYUMOO,0,29/01/2024,KRW,13420770,2.345765893,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,4263
Corporates,E Investment&Development Co Ltd,SHLINE,1.5,18/05/2024,KRW,13384322.9,11.299435,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,885.0000022
Corporates,TimkenSteel Corp,TMST,6,01/12/2025,USD,13335000,127.8119,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,7.823997609
Corporates,Hypo-Wohnbaubank AG,HYPOBK,3.5,28/03/2024,EUR,13306200,14,#N/A Field Not Applicable,-31.61511254,99.2455,71.42857143
Corporates,Wellbiotec Co Ltd,YOUSIL,2,26/02/2024,KRW,13295280,5.025125628,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1990
Preferreds,iSign Solutions Inc,ISGN,10,#N/A Field Not Applicable,USD,13201500,25,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,0.06
Corporates,Daiyang Metal Co Ltd,DAIYAN,8.5,13/12/2025,KRW,13125343,2.667377967,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,3749.000001
Corporates,Inscobee Inc,ENKAYD,2,05/08/2024,KRW,13124970,8.453085,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,1183.000053
Corporates,Citigroup Global Markets Holdings Inc/United States,C,0,25/10/2027,USD,13110000,5.215554,86.88999939,3.739471166,102.2304688,191.7341859
Corporates,Texim Bank AD,TEXIMB,2.2,24/07/2027,BGN,13089208,#N/A Field Not Applicable,#N/A Field Not Applicable,#N/A N/A,95.416,#N/A Field Not Applicable
Corporates,ZAIGLE Co Ltd,ZAIGLE,0,14/05/2024,KRW,13082398,1.47493,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,6779.982779
Corporates,Solteam Inc,SOLELC,0,24/04/2028,TWD,13048960,2212.389381,#N/A Field Not Applicable,-2.904567087,99.9530247,45.19999999
Corporates,Celxpert Energy Corp,CELXPT,0,02/06/2026,TWD,13043080,3021.148036,#N/A Field Not Applicable,-1.589463346,99.98499637,33.1
Corporates,New Advanced Electronics Technologies Co Ltd,SAMYAT,0,11/05/2026,TWD,13012200,1089.324619,#N/A Field Not Applicable,0.381774461,99.98499637,91.79999998
Corporates,Johnson Chemical Pharmaceutical Works Corp,JSCPHW,0,12/06/2026,TWD,13004360,1600.512164,#N/A Field Not Applicable,#N/A N/A,99.9530247,62.48
Corporates,Joinsoon Electronics Manufacturing Co Ltd,JOIELE,0,06/09/2025,TWD,13001760,4666.355576,#N/A Field Not Applicable,-3.377532371,99.98499637,21.43
Preferreds,Strasbaugh Inc,STRB,8,#N/A Field Not Applicable,USD,12999995.8,1,#N/A Field Not Applicable,#N/A N/A,#N/A N/A,2.2
